ALUNO,NOME_ALUNO,TURMA_PREF,SERIE,SIT,ALUNO_EMAIL,LEGAL_EMAIL
50240237,Augusto Teixeira,EConACli-2PMB,2,Pre-Mat,matheus71@uol.com.br,alexandre72@uol.com.br
50240765,Dra. Luna Barbosa,EConACli-2PMA,2,Pre-Mat,biancamoura@fogaca.org,vitor-hugo87@rocha.br
50250528,Maria da Rosa,EConACli-1PMC,1,Pre-Mat,martinsarthur@almeida.br,maria-claralima@melo.com
50250220,Dr. João Lucas das Neves,EConACli-1PMA,1,Pre-Mat,taragao@martins.org,luiz-henrique07@bol.com.br
50240912,Sra. Clara Nascimento,EConACli-2PMA,2,Pre-Mat,fmelo@campos.com,das-neveshenrique@almeida.br
50230339,Maria Fernanda Martins,EConAdm-3PMA,3,Pre-Mat,raragao@gmail.com,castroeduardo@ig.com.br
50230400,Agatha Silva,EConAdm-3PMA,3,Pre-Mat,da-pazjoao-guilherme@gmail.com,cunhadavi-lucca@moreira.net
50230107,Rafaela Caldeira,EConAdm-3PMA,3,Pre-Mat,pedro-lucas41@bol.com.br,manuelalopes@fernandes.com
50240238,Levi da Rocha,EConAdm-2PMA,2,Pre-Mat,gcarvalho@barbosa.br,nicoleramos@bol.com.br
50250846,Marina Silva,EConAdm-1PMB,1,Pre-Mat,melissa37@yahoo.com.br,sarah14@novaes.net
50250606,Dr. Benício da Mata,EConAdm-1PMA,1,Pre-Mat,lavinia56@yahoo.com.br,xda-conceicao@nascimento.com
50250936,Sr. Kevin da Conceição,EConAdm-1PMB,1,Pre-Mat,luiz-henrique26@gmail.com,enzo-gabrielcunha@azevedo.br
50250994,Sra. Manuela Ferreira,EConEletr-1PMA,1,Pre-Mat,ncorreia@barbosa.br,isis95@uol.com.br
50240867,Alexandre Novaes,EConEletr-2PMA,2,Pre-Mat,dlopes@porto.org,ceciliasantos@peixoto.br
50240178,Lavínia Pinto,EConEletr-2PMA,2,Pre-Mat,augusto16@costela.com,ana-laura75@ig.com.br
50230673,Emanuelly Pereira,EConEletr-3PMA,3,Pre-Mat,clara54@gmail.com,flopes@da.com
50240903,Pedro Miguel Barbosa,EConEletr-2PMA,2,Pre-Mat,isabella87@da.org,pintoluna@bol.com.br
50240891,Isaac Monteiro,EConEletr-2PMA,2,Pre-Mat,yasmin79@yahoo.com.br,nnascimento@correia.br
50250252,Sra. Ana Beatriz Souza,EConEletr-1PMA,1,Pre-Mat,leticia88@gmail.com,jcarvalho@gmail.com
50250826,Srta. Melissa Dias,EConEletr-1PMA,1,Pre-Mat,cavalcantipedro-henrique@gmail.com,raulfogaca@bol.com.br
50230357,Felipe Cunha,EConInf-3PMC,3,Pre-Mat,da-motamelissa@correia.br,rodrigoda-luz@ig.com.br
50230643,Maria Cecília Cardoso,EConInf-3PMB,3,Pre-Mat,maria55@teixeira.com,oliveiraenzo-gabriel@bol.com.br
50250148,Noah Peixoto,EConInf-1PMC,1,Pre-Mat,joao-gabriel11@hotmail.com,qcarvalho@aragao.br
50240003,Marina Martins,EConInf-2PMC,2,Pre-Mat,maria-eduarda84@ig.com.br,hcampos@nogueira.br
50240214,Maria Julia Oliveira,EConInf-2PMB,2,Pre-Mat,sgoncalves@oliveira.br,zmendes@nascimento.com
50250311,André Correia,EConInf-1PMC,1,Pre-Mat,nascimentojoaquim@castro.br,milena99@uol.com.br
50240564,Dra. Luna Barbosa,EConInf-2PMA,2,Pre-Mat,ferreirajoaquim@bol.com.br,martinsnoah@sales.br
50250054,Emanuel Fogaça,EConInf-1PMD,1,Pre-Mat,viniciusmoreira@ferreira.br,nicolefogaca@costela.com
50250403,Marcos Vinicius Dias,EConInf-1PMC,1,Pre-Mat,ryan52@bol.com.br,alexia69@uol.com.br
50240459,Rodrigo Almeida,EConInf-2PMC,2,Pre-Mat,cda-costa@uol.com.br,ana-sophiaduarte@uol.com.br
50240887,Nicole Cavalcanti,EConPub-2PMA,2,Pre-Mat,agathasilveira@da.com,felipesantos@yahoo.com.br
50250583,Olivia Vieira,EConPub-1PMA,1,Pre-Mat,ramosbryan@almeida.com,da-luzclarice@duarte.com
50250163,Dra. Gabriela Moura,EConPub-1PMA,1,Pre-Mat,pda-mata@alves.org,aragaomirella@lima.br
50230330,Pedro Miguel Silveira,EConQui-3PMA,3,Pre-Mat,silvaana@da.br,joao-pedro87@moraes.br
50240471,Carlos Eduardo Alves,EConQui-2PMA,2,Pre-Mat,ana-laura62@hotmail.com,bpinto@uol.com.br
50250880,Beatriz da Cruz,EConQui-1PMA,1,Pre-Mat,hda-costa@cunha.br,martinscalebe@ig.com.br
50250679,Amanda Fernandes,EConQui-1PMA,1,Pre-Mat,santosesther@mendes.com,hvieira@hotmail.com
50240480,Eduardo Cardoso,EConACli-2PMB,2,Pre-Mat,acarvalho@gmail.com,antonio15@ig.com.br
50230580,Maria Alice da Rosa,EConACli-3PMB,3,Pre-Mat,felipecardoso@ig.com.br,ncampos@yahoo.com.br
50230741,Ana Carolina Melo,EConACli-3PMA,3,Pre-Mat,nnunes@carvalho.com,wmoraes@souza.br
50230855,Kamilly Almeida,EConACli-3PMB,3,Pre-Mat,arthurda-conceicao@das.br,barbaralima@pires.org
50230637,Nicolas Araújo,EConACli-3PMA,3,Pre-Mat,nalmeida@cardoso.com,lalmeida@uol.com.br
50231007,Beatriz Pereira,EConACli-3PMB,3,Reserva,fcaldeira@nunes.br,diasnina@gmail.com
50240420,Breno Ramos,EConACli-2PMA,2,Pre-Mat,azevedorodrigo@pinto.br,pedro-lucasduarte@caldeira.com
50250208,Bárbara das Neves,EConACli-1PMC,1,Pre-Mat,snovaes@yahoo.com.br,isadoraaraujo@campos.com
50250227,Benício Silveira,EConACli-1PMB,1,Pre-Mat,carvalhojuliana@gmail.com,cardosoana-julia@gomes.net
50250570,Eloah Silva,EConACli-1PMA,1,Pre-Mat,yazevedo@alves.net,da-matalarissa@yahoo.com.br
50240001,Letícia Rocha,ETecInf-2PMA,2,Pre-Mat,smendes@hotmail.com,leandrolima@pereira.com
50240596,Thomas Aragão,EConAdm-2PMA,2,Pre-Mat,bmoraes@hotmail.com,da-costalaura@caldeira.com
50240344,Nicolas Mendes,EConAdm-2PMB,2,Pre-Mat,lcaldeira@yahoo.com.br,maria-alice94@caldeira.com
50240771,Vinicius Oliveira,EConEletr-2PMA,2,Pre-Mat,mariana56@rodrigues.com,luiz-felipe25@costa.com
50230211,Maria Julia Barros,EConInf-3PMB,3,Pre-Mat,dramos@nogueira.br,benjaminbarbosa@silveira.org
50230797,Murilo Duarte,EConInf-3PMD,3,Pre-Mat,kcardoso@ig.com.br,teixeiraandre@rocha.br
50230809,Agatha Gonçalves,EConInf-3PMD,3,Pre-Mat,lda-mota@moraes.org,anogueira@ig.com.br
50230601,Srta. Bianca Aragão,EConInf-3PMB,3,Pre-Mat,lavinia47@caldeira.br,julia83@souza.br
50240838,Olivia Oliveira,EConInf-2PMD,2,Pre-Mat,xbarbosa@yahoo.com.br,silveiravicente@rodrigues.br
50230816,Maria Vitória da Conceição,EConInf-3PMD,3,Pre-Mat,joaquimviana@pinto.com,andreda-costa@costa.com
50240215,Leandro Aragão,EConInf-2PMC,2,Pre-Mat,pedropires@rezende.br,gustavooliveira@yahoo.com.br
50240193,Yago Farias,EConInf-2PMA,2,Pre-Mat,ecosta@ig.com.br,martinsisaac@martins.net
50230314,Alana Pinto,EConInf-3PMC,3,Pre-Mat,maria-juliasilva@bol.com.br,enzo-gabriel82@campos.com
50240854,Renan Barros,EConInf-2PMD,2,Pre-Mat,opinto@costela.com,da-rosavitoria@uol.com.br
50250004,Pedro Lucas Costa,EConInf-1PMA,1,Pre-Mat,igor98@hotmail.com,cauafreitas@cavalcanti.br
50250430,Caio Pereira,EConInf-1PMA,1,Pre-Mat,amanda28@almeida.br,ceciliaramos@silva.net
50250610,Lucca Caldeira,EConInf-1PMB,1,Pre-Mat,sophia19@gmail.com,opinto@porto.com
50230592,Dr. Gustavo Peixoto,EConInf-3PMB,3,Pre-Mat,maria-julia86@uol.com.br,levi71@bol.com.br
50240239,Miguel das Neves,EConInf-2PMC,2,Pre-Mat,gda-conceicao@hotmail.com,diogopereira@gmail.com
50250830,Yago Dias,EConInf-1PMA,1,Pre-Mat,igor40@gmail.com,ana-livia68@yahoo.com.br
50231012,Thales Silveira,EConInf-3PMC,3,Pre-Mat,rodriguesarthur@yahoo.com.br,vitor-hugo01@hotmail.com
50240242,Bruna Dias,EConInf-2PMC,2,Pre-Mat,amandagomes@jesus.br,enzo-gabrielcardoso@ig.com.br
50230994,Kevin Souza,EConPub-3PMA,3,Pre-Mat,ida-rocha@yahoo.com.br,marcelonunes@gmail.com
50240207,Agatha Duarte,EConPub-2PMA,2,Pre-Mat,carlos-eduardomoraes@martins.br,sofiapinto@bol.com.br
50250714,Igor Rodrigues,EConPub-1PMA,1,Pre-Mat,vrodrigues@ig.com.br,brunada-mota@pinto.com
50250824,Camila da Mata,EConPub-1PMA,1,Pre-Mat,walves@oliveira.br,das-nevesnicole@hotmail.com
50240271,Dr. Benício Cunha,EConQui-2PMA,2,Pre-Mat,bda-cruz@melo.br,ana-juliaduarte@gmail.com
50250428,Diego Moura,EConQui-1PMA,1,Pre-Mat,alvesmilena@jesus.com,ana-livia09@peixoto.org
50250639,Luigi Ribeiro,EConACli-1PMA,1,Pre-Mat,limaluana@mendes.br,mcunha@uol.com.br
50230655,Eduardo Barros,EConACli-3PMB,3,Pre-Mat,yda-mata@nunes.br,thomas55@da.br
